date,name,activity_type,distance_km,moving_time_min,pace_min_per_km,avg_heart_rate,elevation_gain_m
2024-02-23,Morning Swim,Swim,0.7772,34.63333333333333,44.549725099601596,138.3,0.0
2024-02-22,Night Run,Run,2.915,17.233333333333334,5.910813117856739,155.6,4.1
2024-02-21,Afternoon Ride,Ride,0.0,63.2,,145.8,0.0
2024-02-20,Morning Run,Run,14.213,80.58333333333333,5.66820968867807,172.7,54.3
2024-02-19,Long Swim,Swim,1.524,51.13333333333333,33.54627249357326,147.9,0.0
2024-02-18,Evening Run,Run,5.777,32.1,5.556142061281337,163.0,15.8
2024-02-17,Recovery Walk,Walk,2.941,39.983333333333334,13.599592091280284,91.7,36.5
2024-02-16,Night Swim,Swim,0.4115,18.2,44.249315068493154,119.5,0.0
2024-02-15,Track Run,Run,7.722,41.483333333333334,5.372209673025876,167.2,11.0
2024-02-14,Morning Ride,Ride,0.0,46.75,,140.4,0.0
2024-02-13,Technique Swim,Swim,0.9601,37.53333333333333,39.08737763470934,133.8,0.0
2024-02-12,Afternoon Run,Run,10.164,54.333333333333336,5.3444867724867725,169.3,42.8
2024-02-11,Swim Sprints,Swim,0.4572,17.3,37.83526011560694,122.4,0.0
2024-02-10,Morning Run,Run,15.493,88.16666666666667,5.687384537653901,173.8,73.5
